time,state,target_angle,angle,velocity,motor_command,error
9.750000,MOVE,73.200000,65.559738,0.796646,0.176908,7.640262
9.760000,MOVE,73.600000,66.015637,0.795694,0.178369,7.584363
9.770000,MOVE,74.000000,66.470967,0.794701,0.179828,7.529033
9.780000,MOVE,74.400000,66.925706,0.793670,0.181287,7.474294
9.790000,MOVE,74.800000,67.379834,0.792602,0.182744,7.420166
9.800000,MOVE,75.200000,67.833331,0.791501,0.184201,7.366669
9.810000,MOVE,75.600000,68.286179,0.790369,0.185656,7.313821
9.820000,MOVE,76.000000,68.738361,0.789207,0.187111,7.261639
9.830000,MOVE,76.400000,69.189862,0.788018,0.188564,7.210138
9.840000,MOVE,76.800000,69.640667,0.786803,0.190016,7.159333
9.850000,MOVE,77.200000,70.090763,0.785565,0.191468,7.109237
9.860000,MOVE,77.600000,70.540137,0.784306,0.192918,7.059863
9.870000,MOVE,78.000000,70.988778,0.783027,0.194367,7.011222
9.880000,MOVE,78.400000,71.436677,0.781730,0.195815,6.963323
9.890000,MOVE,78.800000,71.883823,0.780418,0.197262,6.916177
9.900000,MOVE,79.200000,72.330209,0.779091,0.198708,6.869791
9.910000,MOVE,79.600000,72.775828,0.777751,0.200153,6.824172
9.920000,MOVE,80.000000,73.220672,0.776400,0.201597,6.779328
9.930000,MOVE,80.400000,73.664737,0.775040,0.203040,6.735263
9.940000,MOVE,80.800000,74.108018,0.773671,0.204482,6.691982
9.950000,MOVE,81.200000,74.550511,0.772296,0.205922,6.649489
9.960000,MOVE,81.600000,74.992213,0.770915,0.207362,6.607787
9.970000,MOVE,82.000000,75.433121,0.769530,0.208801,6.566879
9.980000,MOVE,82.400000,75.873235,0.768143,0.210238,6.526765
9.990000,MOVE,82.800000,76.312552,0.766753,0.211675,6.487448
10.000000,MOVE,83.200000,76.751073,0.765364,0.213111,6.448927
10.010000,MOVE,83.600000,77.188799,0.763975,0.214545,6.411201
10.020000,MOVE,84.000000,77.625729,0.762588,0.215979,6.374271
10.030000,MOVE,84.400000,78.061867,0.761204,0.217412,6.338133
10.040000,MOVE,84.800000,78.497214,0.759824,0.218843,6.302786
10.050000,MOVE,85.200000,78.931773,0.758448,0.220274,6.268227
10.060000,MOVE,85.600000,79.365547,0.757079,0.221704,6.234453
10.070000,MOVE,86.000000,79.798540,0.755716,0.223133,6.201460
10.080000,MOVE,86.400000,80.230756,0.754360,0.224561,6.169244
10.090000,MOVE,86.800000,80.662201,0.753012,0.225988,6.137799
10.100000,MOVE,87.200000,81.092878,0.751674,0.227414,6.107122
10.110000,MOVE,87.600000,81.522794,0.750345,0.228839,6.077206
10.120000,MOVE,88.000000,81.951955,0.749027,0.230263,6.048045
10.130000,MOVE,88.400000,82.380367,0.747719,0.231687,6.019633
10.140000,MOVE,88.800000,82.808036,0.746424,0.233109,5.991964
10.150000,MOVE,89.200000,83.234970,0.745140,0.234531,5.965030
10.160000,MOVE,89.600000,83.661176,0.743870,0.235952,5.938824
10.170000,MOVE,90.000000,84.086661,0.742612,0.237372,5.913339
10.180000,MOVE,90.400000,84.511434,0.741369,0.238791,5.888566
10.190000,MOVE,90.800000,84.935503,0.740139,0.240210,5.864497
10.200000,MOVE,91.200000,85.358876,0.738925,0.241627,5.841124
10.210000,MOVE,91.600000,85.781561,0.737725,0.243044,5.818439
10.220000,MOVE,92.000000,86.203567,0.736541,0.244460,5.796433
10.230000,MOVE,92.400000,86.624905,0.735372,0.245876,5.775095
10.240000,MOVE,92.800000,87.045582,0.734220,0.247290,5.754418
10.250000,MOVE,93.200000,87.465608,0.733084,0.248704,5.734392
10.260000,MOVE,93.600000,87.884993,0.731964,0.250118,5.715007
10.270000,MOVE,94.000000,88.303746,0.730862,0.251530,5.696254
10.280000,MOVE,94.400000,88.721877,0.729777,0.252942,5.678123
10.290000,MOVE,94.800000,89.139396,0.728709,0.254353,5.660604
10.300000,MOVE,95.200000,89.556313,0.727658,0.255764,5.643687
10.310000,MOVE,95.600000,89.972639,0.726625,0.257174,5.627361
10.320000,MOVE,96.000000,90.388383,0.725610,0.258583,5.611617
10.330000,MOVE,96.400000,90.803555,0.724613,0.259992,5.596445
10.340000,MOVE,96.800000,91.218166,0.723633,0.261400,5.581834
10.350000,MOVE,97.200000,91.632227,0.722672,0.262808,5.567773
10.360000,MOVE,97.600000,92.045747,0.721729,0.264215,5.554253
10.370000,MOVE,98.000000,92.458737,0.720804,0.265622,5.541263
10.380000,MOVE,98.400000,92.871208,0.719897,0.267027,5.528792
10.390000,MOVE,98.800000,93.283170,0.719009,0.268433,5.516830
10.400000,MOVE,99.200000,93.694632,0.718138,0.269838,5.505368
10.410000,MOVE,99.600000,94.105607,0.717286,0.271242,5.494393
10.420000,MOVE,100.000000,94.516104,0.716452,0.272646,5.483896
10.430000,MOVE,100.400000,94.926133,0.715636,0.274050,5.473867
10.440000,MOVE,100.800000,95.335705,0.714838,0.275453,5.464295
10.450000,MOVE,101.200000,95.744830,0.714058,0.276855,5.455170
10.460000,MOVE,101.600000,96.153518,0.713296,0.278258,5.446482
10.470000,MOVE,102.000000,96.561781,0.712552,0.279659,5.438219
10.480000,MOVE,102.400000,96.969626,0.711825,0.281061,5.430374
10.490000,MOVE,102.800000,97.377066,0.711116,0.282461,5.422934
10.500000,MOVE,103.200000,97.784109,0.710425,0.283862,5.415891
10.510000,MOVE,103.600000,98.190767,0.709751,0.285262,5.409233
10.520000,MOVE,104.000000,98.597047,0.709094,0.286662,5.402953
10.530000,MOVE,104.400000,99.002961,0.708454,0.288061,5.397039
10.540000,MOVE,104.800000,99.408519,0.707831,0.289461,5.391481
10.550000,MOVE,105.200000,99.813728,0.707224,0.290859,5.386272
10.560000,MOVE,105.600000,100.218600,0.706635,0.292258,5.381400
10.570000,MOVE,106.000000,100.623143,0.706061,0.293656,5.376857
10.580000,MOVE,106.400000,101.027367,0.705504,0.295054,5.372633
10.590000,MOVE,106.800000,101.431281,0.704963,0.296452,5.368719
10.600000,MOVE,107.200000,101.834894,0.704437,0.297849,5.365106
10.610000,MOVE,107.600000,102.238215,0.703927,0.299246,5.361785
10.620000,MOVE,108.000000,102.641252,0.703433,0.300643,5.358748
10.630000,MOVE,108.400000,103.044015,0.702954,0.302039,5.355985
10.640000,MOVE,108.800000,103.446512,0.702490,0.303436,5.353488
10.650000,MOVE,109.200000,103.848751,0.702040,0.304832,5.351249
10.660000,MOVE,109.600000,104.250741,0.701605,0.306228,5.349259
10.670000,MOVE,110.000000,104.652491,0.701184,0.307623,5.347509
10.680000,MOVE,110.000000,105.052538,0.698215,0.304918,4.947462
10.690000,MOVE,110.000000,105.449603,0.693008,0.302528,4.550397
10.700000,MOVE,110.000000,105.842563,0.685846,0.300419,4.157437
10.710000,MOVE,110.000000,106.230443,0.676977,0.298561,3.769557
10.720000,MOVE,110.000000,106.612393,0.666629,0.296925,3.387607
10.730000,MOVE,110.000000,106.987680,0.655000,0.295487,3.012320
10.740000,MOVE,110.000000,107.355676,0.642273,0.294224,2.644324
10.750000,MOVE,110.000000,107.715842,0.628609,0.293118,2.284158
10.760000,MOVE,110.000000,108.067724,0.614151,0.292150,1.932276
10.770000,MOVE,110.000000,108.410943,0.599030,0.291304,1.589057
10.780000,MOVE,110.000000,108.745184,0.583360,0.290567,1.254816
10.790000,MOVE,110.000000,109.070193,0.567247,0.289926,0.929807
10.800000,MOVE,110.000000,109.385767,0.550782,0.289370,0.614233
10.810000,MOVE,110.000000,109.691754,0.534047,0.288888,0.308246
10.820000,MOVE,110.000000,109.988040,0.517117,0.288472,0.011960
10.830000,MOVE,110.000000,110.274552,0.500058,0.288114,-0.274552
10.840000,MOVE,110.000000,110.551249,0.482927,0.287806,-0.551249
10.850000,MOVE,110.000000,110.818120,0.465778,0.287543,-0.818120
10.860000,MOVE,110.000000,111.075181,0.448656,0.287319,-1.075181
10.870000,MOVE,110.000000,111.322472,0.431604,0.287128,-1.322472
10.880000,MOVE,110.000000,111.560053,0.414657,0.286966,-1.560053
10.890000,MOVE,110.000000,111.788003,0.397848,0.286830,-1.788003
10.900000,MOVE,110.000000,112.006418,0.381206,0.286715,-2.006418
10.910000,MOVE,110.000000,112.215407,0.364755,0.286620,-2.215407
10.920000,MOVE,110.000000,112.415093,0.348518,0.286540,-2.415093
10.930000,MOVE,110.000000,112.605610,0.332514,0.286473,-2.605610
10.940000,MOVE,110.000000,112.787100,0.316760,0.286418,-2.787100
10.950000,MOVE,110.000000,112.959716,0.301271,0.286372,-2.959716
10.960000,MOVE,110.000000,113.123616,0.286059,0.286334,-3.123616
10.970000,MOVE,110.000000,113.278965,0.271135,0.286302,-3.278965
10.980000,MOVE,110.000000,113.425933,0.256508,0.286275,-3.425933
10.990000,MOVE,110.000000,113.564695,0.242186,0.286251,-3.564695
11.000000,MOVE,110.000000,113.695429,0.228174,0.286230,-3.695429
11.010000,MOVE,110.000000,113.818316,0.214479,0.286212,-3.818316
11.020000,MOVE,110.000000,113.933540,0.201103,0.286194,-3.933540
11.030000,MOVE,110.000000,114.041286,0.188051,0.286177,-4.041286
11.040000,MOVE,110.000000,114.141739,0.175324,0.286159,-4.141739
11.050000,MOVE,110.000000,114.235087,0.162923,0.286142,-4.235087
11.060000,MOVE,110.000000,114.321517,0.150849,0.286123,-4.321517
11.070000,MOVE,110.000000,114.401217,0.139103,0.286102,-4.401217
11.080000,MOVE,110.000000,114.474374,0.127682,0.286081,-4.474374
11.090000,MOVE,110.000000,114.541173,0.116587,0.286057,-4.541173
11.100000,MOVE,110.000000,114.601801,0.105816,0.286031,-4.601801
11.110000,MOVE,110.000000,114.656442,0.095366,0.286003,-4.656442
11.120000,MOVE,110.000000,114.705278,0.085235,0.285973,-4.705278
11.130000,MOVE,110.000000,114.748490,0.075420,0.285940,-4.748490
11.140000,MOVE,110.000000,114.786259,0.065918,0.285905,-4.786259
11.150000,MOVE,110.000000,114.818760,0.056726,0.285867,-4.818760
11.160000,MOVE,110.000000,114.846170,0.047840,0.285826,-4.846170
11.170000,MOVE,110.000000,114.868662,0.039256,0.285783,-4.868662
11.180000,MOVE,110.000000,114.886407,0.030970,0.285738,-4.886407
11.190000,MOVE,110.000000,114.899572,0.022978,0.285690,-4.899572
11.200000,MOVE,110.000000,114.908324,0.015275,0.285640,-4.908324
11.210000,MOVE,110.000000,114.912826,0.007857,0.285587,-4.912826
11.220000,MOVE,110.000000,114.913239,0.000720,0.285532,-4.913239
11.230000,MOVE,110.000000,114.909719,-0.006142,0.285474,-4.909719
11.240000,MOVE,110.000000,114.902424,-0.012734,0.285414,-4.902424
11.250000,MOVE,110.000000,114.891503,-0.019059,0.285353,-4.891503
11.260000,MOVE,110.000000,114.877108,-0.025125,0.285289,-4.877108
11.270000,MOVE,110.000000,114.859384,-0.030934,0.285223,-4.859384
11.280000,MOVE,110.000000,114.838475,-0.036493,0.285155,-4.838475
11.290000,MOVE,110.000000,114.814522,-0.041807,0.285086,-4.814522
11.300000,MOVE,110.000000,114.787662,-0.046880,0.285015,-4.787662
11.310000,MOVE,110.000000,114.758029,-0.051718,0.284942,-4.758029
11.320000,MOVE,110.000000,114.725757,-0.056326,0.284868,-4.725757
11.330000,MOVE,110.000000,114.690973,-0.060709,0.284792,-4.690973
11.340000,MOVE,110.000000,114.653803,-0.064873,0.284716,-4.653803
11.350000,MOVE,110.000000,114.614371,-0.068822,0.284638,-4.614371
11.360000,MOVE,110.000000,114.572796,-0.072562,0.284558,-4.572796
11.370000,MOVE,110.000000,114.529195,-0.076098,0.284478,-4.529195
11.380000,MOVE,110.000000,114.483682,-0.079435,0.284397,-4.483682
11.390000,MOVE,110.000000,114.436369,-0.082577,0.284315,-4.436369
11.400000,MOVE,110.000000,114.387363,-0.085531,0.284232,-4.387363
11.410000,MOVE,110.000000,114.336771,-0.088300,0.284149,-4.336771
11.420000,MOVE,110.000000,114.284694,-0.090891,0.284065,-4.284694
11.430000,MOVE,110.000000,114.231233,-0.093307,0.283981,-4.231233
11.440000,MOVE,110.000000,114.176485,-0.095554,0.283896,-4.176485
11.450000,MOVE,110.000000,114.120543,-0.097636,0.283811,-4.120543
11.460000,MOVE,110.000000,114.063500,-0.099559,0.283725,-4.063500
11.470000,MOVE,110.000000,114.005444,-0.101327,0.283640,-4.005444
11.480000,MOVE,110.000000,113.946461,-0.102944,0.283554,-3.946461
11.490000,MOVE,110.000000,113.886636,-0.104415,0.283468,-3.886636
11.500000,MOVE,110.000000,113.826048,-0.105746,0.283382,-3.826048
11.510000,MOVE,110.000000,113.764777,-0.106939,0.283297,-3.764777
11.520000,MOVE,110.000000,113.702897,-0.108000,0.283211,-3.702897
11.530000,MOVE,110.000000,113.640484,-0.108932,0.283126,-3.640484
11.540000,MOVE,110.000000,113.577607,-0.109741,0.283041,-3.577607
11.550000,MOVE,110.000000,113.514335,-0.110431,0.282956,-3.514335
11.560000,MOVE,110.000000,113.450734,-0.111004,0.282872,-3.450734
11.570000,MOVE,110.000000,113.386868,-0.111467,0.282788,-3.386868
11.580000,MOVE,110.000000,113.322799,-0.111822,0.282704,-3.322799
11.590000,MOVE,110.000000,113.258585,-0.112073,0.282621,-3.258585
11.600000,MOVE,110.000000,113.194285,-0.112225,0.282539,-3.194285
11.610000,MOVE,110.000000,113.129953,-0.112281,0.282457,-3.129953
11.620000,MOVE,110.000000,113.065641,-0.112245,0.282376,-3.065641
11.630000,MOVE,110.000000,113.001400,-0.112121,0.282296,-3.001400
11.640000,MOVE,110.000000,112.937280,-0.111911,0.282216,-2.937280
11.650000,MOVE,110.000000,112.873327,-0.111620,0.282137,-2.873327
11.660000,MOVE,110.000000,112.809584,-0.111251,0.282059,-2.809584
11.670000,MOVE,110.000000,112.746096,-0.110808,0.281982,-2.746096
11.680000,MOVE,110.000000,112.682903,-0.110293,0.281906,-2.682903
11.690000,MOVE,110.000000,112.620044,-0.109710,0.281830,-2.620044
11.700000,MOVE,110.000000,112.557556,-0.109062,0.281755,-2.557556
11.710000,MOVE,110.000000,112.495475,-0.108352,0.281682,-2.495475
11.720000,MOVE,110.000000,112.433834,-0.107583,0.281609,-2.433834
11.730000,MOVE,110.000000,112.372666,-0.106758,0.281537,-2.372666
11.740000,MOVE,110.000000,112.312001,-0.105881,0.281466,-2.312001
11.750000,MOVE,110.000000,112.251868,-0.104952,0.281397,-2.251868
11.760000,MOVE,110.000000,112.192294,-0.103976,0.281328,-2.192294
11.770000,MOVE,110.000000,112.133304,-0.102956,0.281260,-2.133304
11.780000,MOVE,110.000000,112.074924,-0.101892,0.281193,-2.074924
11.790000,MOVE,110.000000,112.017176,-0.100789,0.281128,-2.017176
11.800000,MOVE,110.000000,111.960082,-0.099649,0.281063,-1.960082
11.810000,MOVE,110.000000,111.903660,-0.098473,0.281000,-1.903660
11.820000,MOVE,110.000000,111.847932,-0.097265,0.280938,-1.847932
11.830000,MOVE,110.000000,111.792912,-0.096027,0.280876,-1.792912
11.840000,MOVE,110.000000,111.738619,-0.094760,0.280816,-1.738619
11.850000,MOVE,110.000000,111.685067,-0.093467,0.280757,-1.685067
11.860000,MOVE,110.000000,111.632269,-0.092150,0.280699,-1.632269
11.870000,MOVE,110.000000,111.580238,-0.090810,0.280643,-1.580238
11.880000,MOVE,110.000000,111.528987,-0.089451,0.280587,-1.528987
11.890000,MOVE,110.000000,111.478524,-0.088073,0.280532,-1.478524
11.900000,MOVE,110.000000,111.428861,-0.086679,0.280479,-1.428861
11.910000,MOVE,110.000000,111.380004,-0.085271,0.280427,-1.380004
11.920000,MOVE,110.000000,111.331962,-0.083849,0.280375,-1.331962
11.930000,MOVE,110.000000,111.284741,-0.082416,0.280325,-1.284741
11.940000,MOVE,110.000000,111.238347,-0.080974,0.280276,-1.238347
11.950000,MOVE,110.000000,111.192783,-0.079523,0.280229,-1.192783
11.960000,MOVE,110.000000,111.148055,-0.078065,0.280182,-1.148055
11.970000,MOVE,110.000000,111.104166,-0.076602,0.280136,-1.104166
11.980000,MOVE,110.000000,111.061116,-0.075136,0.280091,-1.061116
11.990000,MOVE,110.000000,111.018908,-0.073666,0.280048,-1.018908
12.000000,MOVE,110.000000,110.977543,-0.072196,0.280006,-0.977543
12.010000,HOLD,110.000000,110.937021,-0.070725,0.279964,-0.937021
12.020000,HOLD,110.000000,110.897340,-0.069256,0.279924,-0.897340
12.030000,HOLD,110.000000,110.858500,-0.067788,0.279885,-0.858500
12.040000,HOLD,110.000000,110.820499,-0.066325,0.279846,-0.820499
12.050000,HOLD,110.000000,110.783334,-0.064865,0.279809,-0.783334
12.060000,HOLD,110.000000,110.747003,-0.063411,0.279773,-0.747003
12.070000,HOLD,110.000000,110.711500,-0.061963,0.279738,-0.711500
12.080000,HOLD,110.000000,110.676823,-0.060523,0.279704,-0.676823
12.090000,HOLD,110.000000,110.642967,-0.059090,0.279670,-0.642967
12.100000,HOLD,110.000000,110.609926,-0.057667,0.279638,-0.609926
12.110000,HOLD,110.000000,110.577696,-0.056253,0.279607,-0.577696
12.120000,HOLD,110.000000,110.546269,-0.054850,0.279577,-0.546269
12.130000,HOLD,110.000000,110.515640,-0.053458,0.279547,-0.515640
12.140000,HOLD,110.000000,110.485802,-0.052078,0.279519,-0.485802
12.150000,HOLD,110.000000,110.456747,-0.050710,0.279491,-0.456747
12.160000,HOLD,110.000000,110.428468,-0.049356,0.279464,-0.428468
12.170000,HOLD,110.000000,110.400958,-0.048015,0.279439,-0.400958
12.180000,HOLD,110.000000,110.374207,-0.046688,0.279414,-0.374207
12.190000,HOLD,110.000000,110.348209,-0.045376,0.279390,-0.348209
12.200000,HOLD,110.000000,110.322953,-0.044080,0.279366,-0.322953
12.210000,HOLD,110.000000,110.298431,-0.042799,0.279344,-0.298431
12.220000,HOLD,110.000000,110.274634,-0.041534,0.279322,-0.274634
12.230000,HOLD,110.000000,110.251552,-0.040285,0.279302,-0.251552
12.240000,HOLD,110.000000,110.229176,-0.039054,0.279282,-0.229176
12.250000,HOLD,110.000000,110.207496,-0.037839,0.279262,-0.207496
12.260000,HOLD,110.000000,110.186502,-0.036642,0.279244,-0.186502
12.270000,HOLD,110.000000,110.166183,-0.035462,0.279226,-0.166183
12.280000,HOLD,110.000000,110.146531,-0.034301,0.279209,-0.146531
12.290000,HOLD,110.000000,110.127533,-0.033157,0.279192,-0.127533
12.300000,HOLD,110.000000,110.109180,-0.032032,0.279177,-0.109180
12.310000,HOLD,110.000000,110.091461,-0.030926,0.279162,-0.091461
12.320000,HOLD,110.000000,110.074365,-0.029838,0.279147,-0.074365
12.330000,HOLD,110.000000,110.057881,-0.028769,0.279134,-0.057881
12.340000,HOLD,110.000000,110.041999,-0.027719,0.279121,-0.041999
12.350000,HOLD,110.000000,110.026708,-0.026688,0.279108,-0.026708
12.360000,HOLD,110.000000,110.011996,-0.025677,0.279096,-0.011996
12.370000,HOLD,110.000000,109.997853,-0.024684,0.279085,0.002147
12.380000,HOLD,110.000000,109.984268,-0.023711,0.279075,0.015732
12.390000,HOLD,110.000000,109.971229,-0.022757,0.279064,0.028771
12.400000,HOLD,110.000000,109.958726,-0.021822,0.279055,0.041274
12.410000,HOLD,110.000000,109.946748,-0.020906,0.279046,0.053252
12.420000,HOLD,110.000000,109.935283,-0.020010,0.279037,0.064717
12.430000,HOLD,110.000000,109.924321,-0.019133,0.279029,0.075679
12.440000,HOLD,110.000000,109.913850,-0.018275,0.279022,0.086150
12.450000,HOLD,110.000000,109.903860,-0.017436,0.279015,0.096140
12.460000,HOLD,110.000000,109.894339,-0.016616,0.279008,0.105661
12.470000,HOLD,110.000000,109.885278,-0.015815,0.279002,0.114722
12.480000,HOLD,110.000000,109.876665,-0.015033,0.278997,0.123335
12.490000,HOLD,110.000000,109.868489,-0.014270,0.278991,0.131511
12.500000,HOLD,110.000000,109.860740,-0.013525,0.278987,0.139260
12.510000,HOLD,110.000000,109.853407,-0.012798,0.278982,0.146593
12.520000,HOLD,110.000000,109.846480,-0.012090,0.278978,0.153520
12.530000,HOLD,110.000000,109.839948,-0.011400,0.278974,0.160052
12.540000,HOLD,110.000000,109.833801,-0.010728,0.278971,0.166199
12.550000,HOLD,110.000000,109.828029,-0.010074,0.278968,0.171971
12.560000,HOLD,110.000000,109.822622,-0.009437,0.278966,0.177378
12.570000,HOLD,110.000000,109.817570,-0.008818,0.278963,0.182430
12.580000,HOLD,110.000000,109.812862,-0.008216,0.278961,0.187138
12.590000,HOLD,110.000000,109.808489,-0.007632,0.278960,0.191511
12.600000,HOLD,110.000000,109.804442,-0.007064,0.278959,0.195558
12.610000,HOLD,110.000000,109.800711,-0.006513,0.278957,0.199289
12.620000,HOLD,110.000000,109.797286,-0.005978,0.278957,0.202714
12.630000,HOLD,110.000000,109.794158,-0.005459,0.278956,0.205842
12.640000,HOLD,110.000000,109.791318,-0.004957,0.278956,0.208682
12.650000,HOLD,110.000000,109.788757,-0.004470,0.278956,0.211243
12.660000,HOLD,110.000000,109.786465,-0.003999,0.278956,0.213535
12.670000,HOLD,110.000000,109.784435,-0.003543,0.278957,0.215565
12.680000,HOLD,110.000000,109.782658,-0.003102,0.278957,0.217342
12.690000,HOLD,110.000000,109.781125,-0.002676,0.278958,0.218875
12.700000,HOLD,110.000000,109.779827,-0.002265,0.278959,0.220173
12.710000,HOLD,110.000000,109.778757,-0.001868,0.278961,0.221243
12.720000,HOLD,110.000000,109.777906,-0.001485,0.278962,0.222094
12.730000,HOLD,110.000000,109.777267,-0.001116,0.278964,0.222733
12.740000,HOLD,110.000000,109.776831,-0.000760,0.278966,0.223169
12.750000,HOLD,110.000000,109.776591,-0.000418,0.278968,0.223409
12.760000,HOLD,110.000000,109.776540,-0.000089,0.278970,0.223460
12.770000,HOLD,110.000000,109.776670,0.000227,0.278972,0.223330
12.780000,HOLD,110.000000,109.776974,0.000530,0.278975,0.223026
12.790000,HOLD,110.000000,109.777444,0.000821,0.278977,0.222556
12.800000,HOLD,110.000000,109.778075,0.001100,0.278980,0.221925
12.810000,HOLD,110.000000,109.778858,0.001367,0.278982,0.221142
12.820000,HOLD,110.000000,109.779788,0.001623,0.278985,0.220212
12.830000,HOLD,110.000000,109.780858,0.001867,0.278988,0.219142
12.840000,HOLD,110.000000,109.782061,0.002100,0.278991,0.217939
12.850000,HOLD,110.000000,109.783392,0.002323,0.278995,0.216608
12.860000,HOLD,110.000000,109.784844,0.002534,0.278998,0.215156
12.870000,HOLD,110.000000,109.786412,0.002736,0.279001,0.213588
12.880000,HOLD,110.000000,109.788089,0.002927,0.279005,0.211911
12.890000,HOLD,110.000000,109.789870,0.003108,0.279008,0.210130
12.900000,HOLD,110.000000,109.791749,0.003280,0.279012,0.208251
12.910000,HOLD,110.000000,109.793721,0.003442,0.279015,0.206279
12.920000,HOLD,110.000000,109.795781,0.003596,0.279019,0.204219
12.930000,HOLD,110.000000,109.797924,0.003740,0.279022,0.202076
12.940000,HOLD,110.000000,109.800145,0.003876,0.279026,0.199855
12.950000,HOLD,110.000000,109.802438,0.004003,0.279030,0.197562
12.960000,HOLD,110.000000,109.804800,0.004122,0.279034,0.195200
12.970000,HOLD,110.000000,109.807225,0.004233,0.279037,0.192775
12.980000,HOLD,110.000000,109.809709,0.004336,0.279041,0.190291
12.990000,HOLD,110.000000,109.812249,0.004432,0.279045,0.187751
13.000000,HOLD,110.000000,109.814839,0.004520,0.279049,0.185161
13.010000,HOLD,110.000000,109.817475,0.004602,0.279053,0.182525
13.020000,HOLD,110.000000,109.820154,0.004676,0.279057,0.179846
13.030000,HOLD,110.000000,109.822872,0.004744,0.279061,0.177128
13.040000,HOLD,110.000000,109.825625,0.004805,0.279064,0.174375
13.050000,HOLD,110.000000,109.828410,0.004860,0.279068,0.171590
13.060000,HOLD,110.000000,109.831222,0.004909,0.279072,0.168778
13.070000,HOLD,110.000000,109.834060,0.004952,0.279076,0.165940
13.080000,HOLD,110.000000,109.836919,0.004990,0.279080,0.163081
13.090000,HOLD,110.000000,109.839796,0.005022,0.279084,0.160204
13.100000,HOLD,110.000000,109.842688,0.005048,0.279088,0.157312
13.110000,HOLD,110.000000,109.845593,0.005070,0.279091,0.154407
13.120000,HOLD,110.000000,109.848507,0.005087,0.279095,0.151493
13.130000,HOLD,110.000000,109.851429,0.005098,0.279099,0.148571
13.140000,HOLD,110.000000,109.854354,0.005106,0.279103,0.145646
13.150000,HOLD,110.000000,109.857281,0.005109,0.279106,0.142719
13.160000,HOLD,110.000000,109.860208,0.005108,0.279110,0.139792
13.170000,HOLD,110.000000,109.863131,0.005102,0.279114,0.136869
13.180000,HOLD,110.000000,109.866049,0.005093,0.279117,0.133951
13.190000,HOLD,110.000000,109.868960,0.005080,0.279121,0.131040
13.200000,HOLD,110.000000,109.871862,0.005064,0.279125,0.128138
13.210000,HOLD,110.000000,109.874752,0.005044,0.279128,0.125248
13.220000,HOLD,110.000000,109.877629,0.005021,0.279132,0.122371
13.230000,HOLD,110.000000,109.880491,0.004995,0.279135,0.119509
13.240000,HOLD,110.000000,109.883336,0.004966,0.279138,0.116664
13.250000,HOLD,110.000000,109.886163,0.004934,0.279142,0.113837
13.260000,HOLD,110.000000,109.888970,0.004899,0.279145,0.111030
13.270000,HOLD,110.000000,109.891755,0.004862,0.279148,0.108245
13.280000,HOLD,110.000000,109.894518,0.004822,0.279152,0.105482
13.290000,HOLD,110.000000,109.897257,0.004780,0.279155,0.102743
13.300000,HOLD,110.000000,109.899970,0.004736,0.279158,0.100030
13.310000,HOLD,110.000000,109.902657,0.004690,0.279161,0.097343
13.320000,HOLD,110.000000,109.905317,0.004641,0.279164,0.094683
13.330000,HOLD,110.000000,109.907947,0.004591,0.279167,0.092053
13.340000,HOLD,110.000000,109.910548,0.004540,0.279170,0.089452
13.350000,HOLD,110.000000,109.913119,0.004486,0.279173,0.086881
13.360000,HOLD,110.000000,109.915658,0.004432,0.279176,0.084342
13.370000,HOLD,110.000000,109.918165,0.004375,0.279178,0.081835
13.380000,HOLD,110.000000,109.920639,0.004318,0.279181,0.079361
13.390000,HOLD,110.000000,109.923079,0.004259,0.279184,0.076921
13.400000,HOLD,110.000000,109.925485,0.004199,0.279187,0.074515
13.410000,HOLD,110.000000,109.927856,0.004138,0.279189,0.072144
13.420000,HOLD,110.000000,109.930192,0.004077,0.279192,0.069808
13.430000,HOLD,110.000000,109.932492,0.004014,0.279194,0.067508
13.440000,HOLD,110.000000,109.934755,0.003951,0.279197,0.065245
13.450000,HOLD,110.000000,109.936982,0.003887,0.279199,0.063018
13.460000,HOLD,110.000000,109.939172,0.003822,0.279201,0.060828
13.470000,HOLD,110.000000,109.941325,0.003757,0.279204,0.058675
13.480000,HOLD,110.000000,109.943440,0.003691,0.279206,0.056560
13.490000,HOLD,110.000000,109.945517,0.003625,0.279208,0.054483
13.500000,HOLD,110.000000,109.947556,0.003559,0.279210,0.052444
13.510000,HOLD,110.000000,109.949557,0.003492,0.279212,0.050443
13.520000,HOLD,110.000000,109.951520,0.003426,0.279214,0.048480
13.530000,HOLD,110.000000,109.953444,0.003359,0.279216,0.046556
13.540000,HOLD,110.000000,109.955330,0.003292,0.279218,0.044670
13.550000,HOLD,110.000000,109.957178,0.003225,0.279220,0.042822
13.560000,HOLD,110.000000,109.958988,0.003158,0.279222,0.041012
13.570000,HOLD,110.000000,109.960759,0.003091,0.279224,0.039241
13.580000,HOLD,110.000000,109.962492,0.003025,0.279225,0.037508
13.590000,HOLD,110.000000,109.964187,0.002958,0.279227,0.035813
13.600000,HOLD,110.000000,109.965844,0.002892,0.279229,0.034156
13.610000,HOLD,110.000000,109.967463,0.002826,0.279230,0.032537
13.620000,HOLD,110.000000,109.969045,0.002761,0.279232,0.030955
13.630000,HOLD,110.000000,109.970589,0.002695,0.279233,0.029411
13.640000,HOLD,110.000000,109.972096,0.002631,0.279235,0.027904
